"id_estado_municipio","estado","descripcion_estado","municipio","descripcion_municipio"
48420305,20,"OAXACA",305,"SAN PEDRO COMITANCILLO"
48420306,20,"OAXACA",306,"SAN PEDRO EL ALTO"
48420307,20,"OAXACA",307,"SAN PEDRO HUAMELULA"
48420308,20,"OAXACA",308,"SAN PEDRO HUILOTEPEC"
48420309,20,"OAXACA",309,"SAN PEDRO IXCATLAN"
48420310,20,"OAXACA",310,"SAN PEDRO IXTLAHUACA"
48420311,20,"OAXACA",311,"SAN PEDRO JALTEPETONGO"
48420312,20,"OAXACA",312,"SAN PEDRO JICAYÁN"
48420313,20,"OAXACA",313,"SAN PEDRO JOCOTIPAC"
48420314,20,"OAXACA",314,"SAN PEDRO JUCHATENGO"
48420315,20,"OAXACA",315,"SAN PEDRO MARTIR"
48420316,20,"OAXACA",316,"SAN PEDRO MARTIR QUIECHAPA"
48420317,20,"OAXACA",317,"SAN PEDRO MARTIR YUCUXACO"
48420318,20,"OAXACA",318,"SAN PEDRO MIXTEPEC -DTO. XXII -"
48420319,20,"OAXACA",319,"SAN PEDRO MIXTEPEC -DTO. XXVI -"
48420320,20,"OAXACA",320,"SAN PEDRO MOLINOS"
48420321,20,"OAXACA",321,"SAN PEDRO NOPALA"
48420322,20,"OAXACA",322,"SAN PEDRO OCOPETATILLO"
48420323,20,"OAXACA",323,"SAN PEDRO OCOTEPEC"
48420324,20,"OAXACA",324,"SAN PEDRO POCHUTLA"
48420325,20,"OAXACA",325,"SAN PEDRO QUIATONI"
48420326,20,"OAXACA",326,"SAN PEDRO SOCHIÁPAM"
48420327,20,"OAXACA",327,"SAN PEDRO TAPANATEPEC"
48420328,20,"OAXACA",328,"SAN PEDRO TAVICHE"
48420329,20,"OAXACA",329,"SAN PEDRO TEOZACOALCO"
48420330,20,"OAXACA",330,"SAN PEDRO TEUTILA"
48420331,20,"OAXACA",331,"SAN PEDRO TIDAÁ"
48420332,20,"OAXACA",332,"SAN PEDRO TOPILTEPEC"
48420333,20,"OAXACA",333,"SAN PEDRO TOTOLAPA"
48420334,20,"OAXACA",334,"VILLA DE TUTUTEPEC DE MELCHOR OCAMPO"
48420335,20,"OAXACA",335,"SAN PEDRO YANERI"
48420336,20,"OAXACA",336,"SAN PEDRO YÓLOX"
48420337,20,"OAXACA",337,"SAN PEDRO Y SAN PABLO AYUTLA"
48420338,20,"OAXACA",338,"VILLA DE ETLA"
48420339,20,"OAXACA",339,"SAN PEDRO Y SAN PABLO TEPOSCOLULA"
48420340,20,"OAXACA",340,"SAN PEDRO Y SAN PABLO TEQUIXTEPEC"
48420341,20,"OAXACA",341,"SAN PEDRO YUCUNAMA"
48420342,20,"OAXACA",342,"SAN RAYMUNDO JALPAN"
48420343,20,"OAXACA",343,"SAN SEBASTIÁN ABASOLO"
48420344,20,"OAXACA",344,"SAN SEBASTIÁN COATLÁN"
48420345,20,"OAXACA",345,"SAN SEBASTIAN IXCAPA"
48420346,20,"OAXACA",346,"SAN SEBASTIAN NICANANDUTA"
48420347,20,"OAXACA",347,"SAN SEBASTIAN RIO HONDO"
48420348,20,"OAXACA",348,"SAN SEBASTIÁN TECOMAXTLAHUACA"
48420349,20,"OAXACA",349,"SAN SEBASTIÁN TEITIPAC"
48420350,20,"OAXACA",350,"SAN SEBASTIÁN TUTLA"
48420351,20,"OAXACA",351,"SAN SIMÓN ALMOLONGAS"
48420352,20,"OAXACA",352,"SAN SIMÓN ZAHUATLÁN"
48420353,20,"OAXACA",353,"SANTA ANA"
48420354,20,"OAXACA",354,"SANTA ANA ATEIXTLAHUACA"
48420355,20,"OAXACA",355,"SANTA ANA CUAUHTEMOC"
48420356,20,"OAXACA",356,"SANTA ANA DEL VALLE"
48420357,20,"OAXACA",357,"SANTA ANA TAVELA"
48420358,20,"OAXACA",358,"SANTA ANA TLAPACOYAN"
48420359,20,"OAXACA",359,"SANTA ANA YARENI"
48420360,20,"OAXACA",360,"SANTA ANA ZEGACHE"
48420361,20,"OAXACA",361,"SANTA CATALINA QUIERI"
48420362,20,"OAXACA",362,"SANTA CATARINA CUIXTLA"
48420363,20,"OAXACA",363,"SANTA CATARINA IXTEPEJI"
48420364,20,"OAXACA",364,"SANTA CATARINA JUQUILA"
48420365,20,"OAXACA",365,"SANTA CATARINA LACHATAO"
48420366,20,"OAXACA",366,"SANTA CATARINA LOXICHA"
48420367,20,"OAXACA",367,"SANTA CATARINA MECHOACAN"
48420368,20,"OAXACA",368,"SANTA CATARINA MINAS"
48420369,20,"OAXACA",369,"SANTA CATARINA QUIANÉ"
48420370,20,"OAXACA",370,"SANTA CATARINA TAYATA"
48420371,20,"OAXACA",371,"SANTA CATARINA TICUA"
48420372,20,"OAXACA",372,"SANTA CATARINA YOSONOTU"
48420373,20,"OAXACA",373,"SANTA CATARINA ZAPOQUILA"
48420374,20,"OAXACA",374,"SANTA CRUZ ACATEPEC"
48420375,20,"OAXACA",375,"SANTA CRUZ AMILPAS"
48420376,20,"OAXACA",376,"SANTA CRUZ DE BRAVO"
48420377,20,"OAXACA",377,"SANTA CRUZ ITUNDUJIA"
48420378,20,"OAXACA",378,"SANTA CRUZ MIXTEPEC"
48420379,20,"OAXACA",379,"SANTA CRUZ NUNDACO"
48420380,20,"OAXACA",380,"SANTA CRUZ PAPALUTLA"
48420381,20,"OAXACA",381,"SANTA CRUZ TACACHE DE MINA"
48420382,20,"OAXACA",382,"SANTA CRUZ TACAHUA"
48420383,20,"OAXACA",383,"SANTA CRUZ TAYATA"
48420384,20,"OAXACA",384,"SANTA CRUZ XITLA"
48420385,20,"OAXACA",385,"SANTA CRUZ XOXOCOTLÁN"
48420386,20,"OAXACA",386,"SANTA CRUZ ZENZONTEPEC"
48420387,20,"OAXACA",387,"SANTA GERTRUDIS"
48420388,20,"OAXACA",388,"SANTA INÉS DEL MONTE"
48420389,20,"OAXACA",389,"SANTA INÉS YATZECHE"
48420390,20,"OAXACA",390,"SANTA LUCIA DEL CAMINO"
48420391,20,"OAXACA",391,"SANTA LUCÍA MIAHUATLÁN"
48420392,20,"OAXACA",392,"SANTA LUCIA MONTEVERDE"
48420393,20,"OAXACA",393,"SANTA LUCÍA OCOTLÁN"
48420394,20,"OAXACA",394,"SANTA MARIA ALOTEPEC"
48420395,20,"OAXACA",395,"SANTA MARÍA APAZCO"
48420396,20,"OAXACA",396,"SANTA MARIA LA ASUNCION"
48420397,20,"OAXACA",397,"HEROICA CIUDAD DE TLAXIACO"
48420398,20,"OAXACA",398,"AYOQUEZCO DE ALDAMA"
48420399,20,"OAXACA",399,"SANTA MARÍA ATZOMPA"
48420400,20,"OAXACA",400,"SANTA MARÍA CAMOTLÁN"
48420401,20,"OAXACA",401,"SANTA MARÍA COLOTEPEC"
48420402,20,"OAXACA",402,"SANTA MARÍA CORTIJO"
48420403,20,"OAXACA",403,"SANTA MARÍA COYOTEPEC"
48420404,20,"OAXACA",404,"SANTA MARIA CHACHOAPAM"
48420405,20,"OAXACA",405,"VILLA DE CHILAPA DE DIAZ"
48420406,20,"OAXACA",406,"SANTA MARÍA CHILCHOTLA"
48420407,20,"OAXACA",407,"SANTA MARÍA CHIMALAPA"
48420408,20,"OAXACA",408,"SANTA MARIA DEL ROSARIO"
48420409,20,"OAXACA",409,"SANTA MARÍA DEL TULE"
48420410,20,"OAXACA",410,"SANTA MARIA ECATEPEC"
48420411,20,"OAXACA",411,"SANTA MARÍA GUELACÉ"
48420412,20,"OAXACA",412,"SANTA MARÍA GUIENAGATI"
48420413,20,"OAXACA",413,"SANTA MARÍA HUATULCO"
48420414,20,"OAXACA",414,"SANTA MARÍA HUAZOLOTITLÁN"
48420415,20,"OAXACA",415,"SANTA MARIA IPALAPA"
48420416,20,"OAXACA",416,"SANTA MARIA IXCATLAN"
48420417,20,"OAXACA",417,"SANTA MARÍA JACATEPEC"
48420418,20,"OAXACA",418,"SANTA MARÍA JALAPA DEL MARQUÉS"
48420419,20,"OAXACA",419,"SANTA MARÍA JALTIANGUIS"
48420420,20,"OAXACA",420,"SANTA MARÍA LACHIXÍO"
48420421,20,"OAXACA",421,"SANTA MARÍA MIXTEQUILLA"
48420422,20,"OAXACA",422,"SANTA MARIA NATIVITAS"
48420423,20,"OAXACA",423,"SANTA MARÍA NDUAYACO"
48420424,20,"OAXACA",424,"SANTA MARIA OZOLOTEPEC"
48420425,20,"OAXACA",425,"SANTA MARIA PAPALO"
48420426,20,"OAXACA",426,"SANTA MARÍA PEÑOLES"
48420427,20,"OAXACA",427,"SANTA MARÍA PETAPA"
48420428,20,"OAXACA",428,"SANTA MARIA QUIEGOLANI"
48420429,20,"OAXACA",429,"SANTA MARIA SOLA"
48420430,20,"OAXACA",430,"SANTA MARIA TATALTEPEC"
48420431,20,"OAXACA",431,"SANTA MARIA TECOMAVACA"
48420432,20,"OAXACA",432,"SANTA MARIA TEMAXCALAPA"
48420433,20,"OAXACA",433,"SANTA MARIA TEMAXCALTEPEC"
48420434,20,"OAXACA",434,"SANTA MARIA TEOPOXCO"
48420435,20,"OAXACA",435,"SANTA MARIA TEPANTLALI"
48420436,20,"OAXACA",436,"SANTA MARIA TEXCATITLAN"
48420437,20,"OAXACA",437,"SANTA MARIA TLAHUITOLTEPEC"
48420438,20,"OAXACA",438,"SANTA MARIA TLALIXTAC"
48420439,20,"OAXACA",439,"SANTA MARÍA TONAMECA"
48420440,20,"OAXACA",440,"SANTA MARIA TOTOLAPILLA"
48420441,20,"OAXACA",441,"SANTA MARÍA XADANI"
48420442,20,"OAXACA",442,"SANTA MARIA YALINA"
48420443,20,"OAXACA",443,"SANTA MARIA YAVESIA"
48420444,20,"OAXACA",444,"SANTA MARIA YOLOTEPEC"
48420445,20,"OAXACA",445,"SANTA MARIA YOSOYUA"
48420446,20,"OAXACA",446,"SANTA MARÍA YUCUHITI"
48420447,20,"OAXACA",447,"SANTA MARÍA ZACATEPEC"
48420448,20,"OAXACA",448,"SANTA MARÍA ZANIZA"
48420449,20,"OAXACA",449,"SANTA MARÍA ZOQUITLÁN"
48420450,20,"OAXACA",450,"SANTIAGO AMOLTEPEC"
48420451,20,"OAXACA",451,"SANTIAGO APOALA"
48420452,20,"OAXACA",452,"SANTIAGO APOSTOL"
48420453,20,"OAXACA",453,"SANTIAGO ASTATA"
48420454,20,"OAXACA",454,"SANTIAGO ATITLÁN"
48420455,20,"OAXACA",455,"SANTIAGO AYUQUILILLA"
48420456,20,"OAXACA",456,"SANTIAGO CACALOXTEPEC"
48420457,20,"OAXACA",457,"SANTIAGO CAMOTLAN"
48420458,20,"OAXACA",458,"SANTIAGO COMALTEPEC"
48420459,20,"OAXACA",459,"SANTIAGO CHAZUMBA"
48420460,20,"OAXACA",460,"SANTIAGO CHOAPAM"
48420461,20,"OAXACA",461,"SANTIAGO DEL RIO"
48420462,20,"OAXACA",462,"SANTIAGO HUAJOLOTITLÁN"
48420463,20,"OAXACA",463,"SANTIAGO HUAUCLILLA"
48420464,20,"OAXACA",464,"SANTIAGO IHUITLAN PLUMAS"
48420465,20,"OAXACA",465,"SANTIAGO IXCUINTEPEC"
48420466,20,"OAXACA",466,"SANTIAGO IXTAYUTLA"
48420467,20,"OAXACA",467,"SANTIAGO JAMILTEPEC"
48420468,20,"OAXACA",468,"SANTIAGO JOCOTEPEC"
48420469,20,"OAXACA",469,"SANTIAGO JUXTLAHUACA"
48420470,20,"OAXACA",470,"SANTIAGO LACHIGUIRI"
48420471,20,"OAXACA",471,"SANTIAGO LALOPA"
48420472,20,"OAXACA",472,"SANTIAGO LAOLLAGA"
48420473,20,"OAXACA",473,"SANTIAGO LAXOPA"
48420474,20,"OAXACA",474,"SANTIAGO LLANO GRANDE"
48420475,20,"OAXACA",475,"SANTIAGO MATATLÁN"
48420476,20,"OAXACA",476,"SANTIAGO MILTEPEC"
48420477,20,"OAXACA",477,"SANTIAGO MINAS"
48420478,20,"OAXACA",478,"SANTIAGO NACALTEPEC"
48420479,20,"OAXACA",479,"SANTIAGO NEJAPILLA"
48420480,20,"OAXACA",480,"SANTIAGO NUNDICHE"
48420481,20,"OAXACA",481,"SANTIAGO NUYOO"
48420482,20,"OAXACA",482,"SANTIAGO PINOTEPA NACIONAL"
48420483,20,"OAXACA",483,"SANTIAGO SUCHILQUITONGO"
48420484,20,"OAXACA",484,"SANTIAGO TAMAZOLA"
48420485,20,"OAXACA",485,"SANTIAGO TAPEXTLA"
48420486,20,"OAXACA",486,"VILLA TEJUPAM DE LA UNION"
48420487,20,"OAXACA",487,"SANTIAGO TENANGO"
48420488,20,"OAXACA",488,"SANTIAGO TEPETLAPA"
48420489,20,"OAXACA",489,"SANTIAGO TETEPEC"
48420490,20,"OAXACA",490,"SANTIAGO TEXCALCINGO"
48420491,20,"OAXACA",491,"SANTIAGO TEXTITLÁN"
48420492,20,"OAXACA",492,"SANTIAGO TILANTONGO"
48420493,20,"OAXACA",493,"SANTIAGO TILLO"
48420494,20,"OAXACA",494,"SANTIAGO TLAZOYALTEPEC"
48420495,20,"OAXACA",495,"SANTIAGO XANICA"
48420496,20,"OAXACA",496,"SANTIAGO XIACUI"
48420497,20,"OAXACA",497,"SANTIAGO YAITEPEC"
48420498,20,"OAXACA",498,"SANTIAGO YAVEO"
48420499,20,"OAXACA",499,"SANTIAGO YOLOMÉCATL"
48420500,20,"OAXACA",500,"SANTIAGO YOSONDÚA"
48420501,20,"OAXACA",501,"SANTIAGO YUCUYACHI"
48420502,20,"OAXACA",502,"SANTIAGO ZACATEPEC"
48420503,20,"OAXACA",503,"SANTIAGO ZOOCHILA"
48420504,20,"OAXACA",504,"NUEVO ZOQUIÁPAM"
48420505,20,"OAXACA",505,"SANTO DOMINGO INGENIO"
48420506,20,"OAXACA",506,"SANTO DOMINGO ALBARRADAS"
48420507,20,"OAXACA",507,"SANTO DOMINGO ARMENTA"
48420508,20,"OAXACA",508,"SANTO DOMINGO CHIHUITÁN"
48420509,20,"OAXACA",509,"SANTO DOMINGO DE MORELOS"
48420510,20,"OAXACA",510,"SANTO DOMINGO IXCATLÁN"
48420511,20,"OAXACA",511,"SANTO DOMINGO NUXAA"
48420512,20,"OAXACA",512,"SANTO DOMINGO OZOLOTEPEC"
48420513,20,"OAXACA",513,"SANTO DOMINGO PETAPA"
48420514,20,"OAXACA",514,"SANTO DOMINGO ROAYAGA"
48420515,20,"OAXACA",515,"SANTO DOMINGO TEHUANTEPEC"
48420516,20,"OAXACA",516,"SANTO DOMINGO TEOJOMULCO"
48420517,20,"OAXACA",517,"SANTO DOMINGO TEPUXTEPEC"
48420518,20,"OAXACA",518,"SANTO DOMINGO TLATAYAPAM"
48420519,20,"OAXACA",519,"SANTO DOMINGO TOMALTEPEC"
48420520,20,"OAXACA",520,"SANTO DOMINGO TONALÁ"
48420521,20,"OAXACA",521,"SANTO DOMINGO TONALTEPEC"
48420522,20,"OAXACA",522,"SANTO DOMINGO XAGACIA"
48420523,20,"OAXACA",523,"SANTO DOMINGO YANHUITLAN"
48420524,20,"OAXACA",524,"SANTO DOMINGO YODOHINO"
48420525,20,"OAXACA",525,"SANTO DOMINGO ZANATEPEC"
48420526,20,"OAXACA",526,"SANTOS REYES NOPALA"
48420527,20,"OAXACA",527,"SANTOS REYES PAPALO"
48420528,20,"OAXACA",528,"SANTOS REYES TEPEJILLO"
48420529,20,"OAXACA",529,"SANTOS REYES YUCUNA"
48420530,20,"OAXACA",530,"SANTO TOMÁS JALIEZA"
48420531,20,"OAXACA",531,"SANTO TOMAS MAZALTEPEC"
48420532,20,"OAXACA",532,"SANTO TOMAS OCOTEPEC"
48420533,20,"OAXACA",533,"SANTO TOMAS TAMAZULAPAN"
48420534,20,"OAXACA",534,"SAN VICENTE COATLÁN"
48420535,20,"OAXACA",535,"SAN VICENTE LACHIXÍO"
48420536,20,"OAXACA",536,"SAN VICENTE NUÑU"
48420537,20,"OAXACA",537,"SILACAYOAPAM"
48420538,20,"OAXACA",538,"SITIO DE XITLAPEHUA"
48420539,20,"OAXACA",539,"SOLEDAD ETLA"
48420540,20,"OAXACA",540,"VILLA DE TAMAZULÁPAM DEL PROGRESO"
48420541,20,"OAXACA",541,"TANETZE DE ZARAGOZA"
48420542,20,"OAXACA",542,"TANICHE"
48420543,20,"OAXACA",543,"TATALTEPEC DE VALDES"
48420544,20,"OAXACA",544,"TEOCOCUILCO DE MARCOS PÉREZ"
48420545,20,"OAXACA",545,"TEOTITLÁN DE FLORES MAGÓN"
48420546,20,"OAXACA",546,"TEOTITLÁN DEL VALLE"
48420547,20,"OAXACA",547,"TEOTONGO"
48420548,20,"OAXACA",548,"TEPELMEME VILLA DE MORELOS"
48420549,20,"OAXACA",549,"TEZOATLAN DE SEGURA Y LUNA"
48420550,20,"OAXACA",550,"SAN JERÓNIMO TLACOCHAHUAYA"
48420551,20,"OAXACA",551,"TLACOLULA DE MATAMOROS"
48420552,20,"OAXACA",552,"TLACOTEPEC PLUMAS"
48420553,20,"OAXACA",553,"TLALIXTAC DE CABRERA"
48420554,20,"OAXACA",554,"TOTONTEPEC VILLA DE MORELOS"
48420555,20,"OAXACA",555,"TRINIDAD ZAACHILA"
48420556,20,"OAXACA",556,"LA TRINIDAD VISTA HERMOSA"
48420557,20,"OAXACA",557,"UNIÓN HIDALGO"
48420558,20,"OAXACA",558,"VALERIO TRUJANO"
48420559,20,"OAXACA",559,"SAN JUAN BAUTISTA VALLE NACIONAL"
48420560,20,"OAXACA",560,"VILLA DIAZ ORDAZ"
48420561,20,"OAXACA",561,"YAXE"
48420562,20,"OAXACA",562,"MAGDALENA YODOCONO DE PORFIRIO DIAZ"
48420563,20,"OAXACA",563,"YOGANA"
48420564,20,"OAXACA",564,"YUTANDUCHI DE GUERRERO"
48420565,20,"OAXACA",565,"VILLA DE ZAACHILA"
48420566,20,"OAXACA",566,"ZAPOTITLAN DEL RIO"
48420567,20,"OAXACA",567,"ZAPOTITLÁN LAGUNAS"
48420568,20,"OAXACA",568,"ZAPOTITLÁN PALMAS"
48420569,20,"OAXACA",569,"SANTA INES DE ZARAGOZA"
48420570,20,"OAXACA",570,"ZIMATLÁN DE ÁLVAREZ"
48421001,21,"PUEBLA",1,"ACAJETE"
48421002,21,"PUEBLA",2,"ACATENO"
48421003,21,"PUEBLA",3,"ACATLÁN"
48421004,21,"PUEBLA",4,"ACATZINGO"
48421005,21,"PUEBLA",5,"ACTEOPAN"
48421006,21,"PUEBLA",6,"AHUACATLÁN"
48421007,21,"PUEBLA",7,"AHUATLAN"
48421008,21,"PUEBLA",8,"AHUAZOTEPEC"
48421009,21,"PUEBLA",9,"AHUEHUETITLA"
48421010,21,"PUEBLA",10,"AJALPAN"
48421011,21,"PUEBLA",11,"ALBINO ZERTUCHE"
48421012,21,"PUEBLA",12,"ALJOJUCA"
48421013,21,"PUEBLA",13,"ALTEPEXI"
48421014,21,"PUEBLA",14,"AMIXTLÁN"
48421015,21,"PUEBLA",15,"AMOZOC"
48421016,21,"PUEBLA",16,"AQUIXTLA"
48421017,21,"PUEBLA",17,"ATEMPAN"
48421018,21,"PUEBLA",18,"ATEXCAL"
48421019,21,"PUEBLA",19,"ATLIXCO"
48421020,21,"PUEBLA",20,"ATOYATEMPAN"
48421021,21,"PUEBLA",21,"ATZALA"
48421022,21,"PUEBLA",22,"ATZITZIHUACÁN"
48421023,21,"PUEBLA",23,"ATZITZINTLA"
48421024,21,"PUEBLA",24,"AXUTLA"
48421025,21,"PUEBLA",25,"AYOTOXCO DE GUERRERO"
48421026,21,"PUEBLA",26,"CALPAN"
48421027,21,"PUEBLA",27,"CALTEPEC"
48421028,21,"PUEBLA",28,"CAMOCUAUTLA"
48421029,21,"PUEBLA",29,"CAXHUACAN"
48421030,21,"PUEBLA",30,"COATEPEC"
48421031,21,"PUEBLA",31,"COATZINGO"
48421032,21,"PUEBLA",32,"COHETZALA"
48421033,21,"PUEBLA",33,"COHUECAN"
48421034,21,"PUEBLA",34,"CORONANGO"
48421035,21,"PUEBLA",35,"COXCATLÁN"
48421036,21,"PUEBLA",36,"COYOMEAPAN"
48421037,21,"PUEBLA",37,"COYOTEPEC"
48421038,21,"PUEBLA",38,"CUAPIAXTLA DE MADERO"
48421039,21,"PUEBLA",39,"CUAUTEMPAN"
48421040,21,"PUEBLA",40,"CUAUTINCHÁN"
48421041,21,"PUEBLA",41,"CUAUTLANCINGO"
48421042,21,"PUEBLA",42,"CUAYUCA DE ANDRADE"
48421043,21,"PUEBLA",43,"CUETZALAN DEL PROGRESO"
48421044,21,"PUEBLA",44,"CUYOACO"
48421045,21,"PUEBLA",45,"CHALCHICOMULA DE SESMA"
48421046,21,"PUEBLA",46,"CHAPULCO"
48421047,21,"PUEBLA",47,"CHIAUTLA"
48421048,21,"PUEBLA",48,"CHIAUTZINGO"
48421049,21,"PUEBLA",49,"CHICONCUAUTLA"
48421050,21,"PUEBLA",50,"CHICHIQUILA"
48421051,21,"PUEBLA",51,"CHIETLA"
48421052,21,"PUEBLA",52,"CHIGMECATITLAN"
48421053,21,"PUEBLA",53,"CHIGNAHUAPAN"
48421054,21,"PUEBLA",54,"CHIGNAUTLA"
48421055,21,"PUEBLA",55,"CHILA"
48421056,21,"PUEBLA",56,"CHILA DE LA SAL"
48421057,21,"PUEBLA",57,"HONEY"
48421058,21,"PUEBLA",58,"CHILCHOTLA"
48421059,21,"PUEBLA",59,"CHINANTLA"
48421060,21,"PUEBLA",60,"DOMINGO ARENAS"
48421061,21,"PUEBLA",61,"ELOXOCHITLÁN"
48421062,21,"PUEBLA",62,"EPATLAN"
48421063,21,"PUEBLA",63,"ESPERANZA"
48421064,21,"PUEBLA",64,"FRANCISCO Z. MENA"
48421065,21,"PUEBLA",65,"GENERAL FELIPE ÁNGELES"
48421066,21,"PUEBLA",66,"GUADALUPE"
48421067,21,"PUEBLA",67,"GUADALUPE VICTORIA"
48421068,21,"PUEBLA",68,"HERMENEGILDO GALEANA"
48421069,21,"PUEBLA",69,"HUAQUECHULA"
48421070,21,"PUEBLA",70,"HUATLATLAUCA"
48421071,21,"PUEBLA",71,"HUAUCHINANGO"
48421072,21,"PUEBLA",72,"HUEHUETLA"
48421073,21,"PUEBLA",73,"HUEHUETLÁN EL CHICO"
48421074,21,"PUEBLA",74,"HUEJOTZINGO"
48421075,21,"PUEBLA",75,"HUEYAPAN"
48421076,21,"PUEBLA",76,"HUEYTAMALCO"
48421077,21,"PUEBLA",77,"HUEYTLALPAN"
48421078,21,"PUEBLA",78,"HUITZILAN DE SERDAN"
48421079,21,"PUEBLA",79,"HUITZILTEPEC"
48421080,21,"PUEBLA",80,"ATLEQUIZAYAN"
48421081,21,"PUEBLA",81,"IXCAMILPA DE GUERRERO"
48421082,21,"PUEBLA",82,"IXCAQUIXTLA"
48421083,21,"PUEBLA",83,"IXTACAMAXTITLÁN"
48421084,21,"PUEBLA",84,"IXTEPEC"
48421085,21,"PUEBLA",85,"IZÚCAR DE MATAMOROS"
48421086,21,"PUEBLA",86,"JALPAN"
48421087,21,"PUEBLA",87,"JOLALPAN"
48421088,21,"PUEBLA",88,"JONOTLA"
48421089,21,"PUEBLA",89,"JOPALA"
48421090,21,"PUEBLA",90,"JUAN C. BONILLA"
48421091,21,"PUEBLA",91,"JUAN GALINDO"
48421092,21,"PUEBLA",92,"JUAN N. MENDEZ"
48421093,21,"PUEBLA",93,"LAFRAGUA"
48421094,21,"PUEBLA",94,"LIBRES"
48421095,21,"PUEBLA",95,"LA MAGDALENA TLATLAUQUITEPEC"
48421096,21,"PUEBLA",96,"MAZAPILTEPEC DE JUÁREZ"
48421097,21,"PUEBLA",97,"MIXTLA"
48421098,21,"PUEBLA",98,"MOLCAXAC"
48421099,21,"PUEBLA",99,"CAÑADA MORELOS"
48421100,21,"PUEBLA",100,"NAUPAN"
48421101,21,"PUEBLA",101,"NAUZONTLA"
48421102,21,"PUEBLA",102,"NEALTICAN"
48421103,21,"PUEBLA",103,"NICOLÁS BRAVO"
48421104,21,"PUEBLA",104,"NOPALUCAN"
48421105,21,"PUEBLA",105,"OCOTEPEC"
48421106,21,"PUEBLA",106,"OCOYUCAN"
48421107,21,"PUEBLA",107,"OLINTLA"
48421108,21,"PUEBLA",108,"ORIENTAL"
48421109,21,"PUEBLA",109,"PAHUATLÁN"
48421110,21,"PUEBLA",110,"PALMAR DE BRAVO"
48421111,21,"PUEBLA",111,"PANTEPEC"
48421112,21,"PUEBLA",112,"PETLALCINGO"
48421113,21,"PUEBLA",113,"PIAXTLA"
48421114,21,"PUEBLA",114,"PUEBLA"
48421115,21,"PUEBLA",115,"QUECHOLAC"
48421116,21,"PUEBLA",116,"QUIMIXTLAN"
48421117,21,"PUEBLA",117,"RAFAEL LARA GRAJALES"
48421118,21,"PUEBLA",118,"LOS REYES DE JUÁREZ"
48421119,21,"PUEBLA",119,"SAN ANDRÉS CHOLULA"
48421120,21,"PUEBLA",120,"SAN ANTONIO CAÑADA"
48421121,21,"PUEBLA",121,"SAN DIEGO LA MESA TOCHIMILTZINGO"
48421122,21,"PUEBLA",122,"SAN FELIPE TEOTLALCINGO"
48421123,21,"PUEBLA",123,"SAN FELIPE TEPATLAN"
48421124,21,"PUEBLA",124,"SAN GABRIEL CHILAC"
48421125,21,"PUEBLA",125,"SAN GREGORIO ATZOMPA"
48421126,21,"PUEBLA",126,"SAN JERÓNIMO TECUANIPAN"
48421127,21,"PUEBLA",127,"SAN JERÓNIMO XAYACATLÁN"
48421128,21,"PUEBLA",128,"SAN JOSÉ CHIAPA"
48421129,21,"PUEBLA",129,"SAN JOSÉ MIAHUATLÁN"
48421130,21,"PUEBLA",130,"SAN JUAN ATENCO"
48421131,21,"PUEBLA",131,"SAN JUAN ATZOMPA"
48421132,21,"PUEBLA",132,"SAN MARTÍN TEXMELUCAN"
48421133,21,"PUEBLA",133,"SAN MARTIN TOTOLTEPEC"
48421134,21,"PUEBLA",134,"SAN MATÍAS TLALANCALECA"
48421135,21,"PUEBLA",135,"SAN MIGUEL IXITLÁN"
48421136,21,"PUEBLA",136,"SAN MIGUEL XOXTLA"
48421137,21,"PUEBLA",137,"SAN NICOLÁS BUENOS AIRES"
48421138,21,"PUEBLA",138,"SAN NICOLÁS DE LOS RANCHOS"
48421139,21,"PUEBLA",139,"SAN PABLO ANICANO"
48421140,21,"PUEBLA",140,"SAN PEDRO CHOLULA"
48421141,21,"PUEBLA",141,"SAN PEDRO YELOIXTLAHUACA"
48421142,21,"PUEBLA",142,"SAN SALVADOR EL SECO"
48421143,21,"PUEBLA",143,"SAN SALVADOR EL VERDE"
48421144,21,"PUEBLA",144,"SAN SALVADOR HUIXCOLOTLA"
48421145,21,"PUEBLA",145,"SAN SEBASTIÁN TLACOTEPEC"
48421146,21,"PUEBLA",146,"SANTA CATARINA TLALTEMPAN"
48421147,21,"PUEBLA",147,"SANTA INÉS AHUATEMPAN"
48421148,21,"PUEBLA",148,"SANTA ISABEL CHOLULA"
48421149,21,"PUEBLA",149,"SANTIAGO MIAHUATLÁN"
48421150,21,"PUEBLA",150,"HUEHUETLÁN EL GRANDE"
48421151,21,"PUEBLA",151,"SANTO TOMÁS HUEYOTLIPAN"
48421152,21,"PUEBLA",152,"SOLTEPEC"
48421153,21,"PUEBLA",153,"TECALI DE HERRERA"
48421154,21,"PUEBLA",154,"TECAMACHALCO"
48421155,21,"PUEBLA",155,"TECOMATLÁN"
48421156,21,"PUEBLA",156,"TEHUACÁN"
48421157,21,"PUEBLA",157,"TEHUITZINGO"
48421158,21,"PUEBLA",158,"TENAMPULCO"
48421159,21,"PUEBLA",159,"TEOPANTLÁN"
48421160,21,"PUEBLA",160,"TEOTLALCO"
48421161,21,"PUEBLA",161,"TEPANCO DE LÓPEZ"
48421162,21,"PUEBLA",162,"TEPANGO DE RODRIGUEZ"
